model,seed,week,factors_stressed_true,factors_named,week_cost,stockout
x-ai-grok-4.5,148,22,port;supplier,freight;port;quality,762,0
x-ai-grok-4.5,148,23,supplier,demand,474,0
x-ai-grok-4.5,148,24,supplier,demand,159,0
x-ai-grok-4.5,148,25,supplier,,138,0
x-ai-grok-4.5,148,26,supplier,,117,0
x-ai-grok-4.5,154,1,demand,demand;port;supplier,164,0
x-ai-grok-4.5,154,2,demand,demand;freight,254,0
x-ai-grok-4.5,154,3,demand,demand;supplier,381,0
x-ai-grok-4.5,154,4,demand,demand;port,153,0
x-ai-grok-4.5,154,5,,port,191,0
x-ai-grok-4.5,154,6,port,freight;port;supplier,239,0
x-ai-grok-4.5,154,7,port,demand;disruption;port,523,0
x-ai-grok-4.5,154,8,,freight,157,0
x-ai-grok-4.5,154,9,,demand;freight;quality,137,0
x-ai-grok-4.5,154,10,,quality;supplier,114,0
x-ai-grok-4.5,154,11,,demand,234,0
x-ai-grok-4.5,154,12,,disruption,323,0
x-ai-grok-4.5,154,13,,disruption;quality;supplier,1161,0
x-ai-grok-4.5,154,14,supplier,demand,462,0
x-ai-grok-4.5,154,15,port;supplier,port;supplier,380,0
x-ai-grok-4.5,154,16,,,153,0
x-ai-grok-4.5,154,17,,demand,288,0
x-ai-grok-4.5,154,18,demand,demand,389,0
x-ai-grok-4.5,154,19,demand,freight;quality,155,0
x-ai-grok-4.5,154,20,demand;freight;port,disruption;freight;port,183,0
x-ai-grok-4.5,154,21,demand;freight,disruption;freight,922,0
x-ai-grok-4.5,154,22,disruption;freight,demand;disruption;freight,115,0
x-ai-grok-4.5,154,23,disruption;freight,disruption;freight,95,0
x-ai-grok-4.5,154,24,disruption;port,disruption;port,78,0
x-ai-grok-4.5,154,25,disruption,disruption,386,0
x-ai-grok-4.5,154,26,disruption,,69,0
x-ai-grok-4.5,157,1,,freight;supplier,172,0
x-ai-grok-4.5,157,2,,freight;port,188,0
x-ai-grok-4.5,157,3,,demand;supplier,154,0
x-ai-grok-4.5,157,4,,demand,147,0
x-ai-grok-4.5,157,5,,quality,159,0
x-ai-grok-4.5,157,6,,demand;port,174,0
x-ai-grok-4.5,157,7,,,138,0
x-ai-grok-4.5,157,8,,,132,0
x-ai-grok-4.5,157,9,,,137,0
x-ai-grok-4.5,157,10,,demand,137,0
x-ai-grok-4.5,157,11,,demand;disruption,138,0
x-ai-grok-4.5,157,12,disruption,demand;disruption;port,401,0
x-ai-grok-4.5,157,13,disruption,demand;disruption;port,199,0
x-ai-grok-4.5,157,14,,demand;disruption,162,0
x-ai-grok-4.5,157,15,,,401,0
x-ai-grok-4.5,157,16,,,92,0
x-ai-grok-4.5,157,17,,demand;quality;supplier,92,0
x-ai-grok-4.5,157,18,,quality,133,0
x-ai-grok-4.5,157,19,,,92,0
x-ai-grok-4.5,157,20,,demand;quality;supplier,86,0
x-ai-grok-4.5,157,21,,,90,0
x-ai-grok-4.5,157,22,,,121,0
x-ai-grok-4.5,157,23,quality,demand;quality,109,0
x-ai-grok-4.5,157,24,quality,freight;quality,124,0
x-ai-grok-4.5,157,25,freight,disruption;freight,159,0
x-ai-grok-4.5,157,26,freight,,42,0
x-ai-grok-4.5,160,1,,demand,170,0
x-ai-grok-4.5,160,2,,demand,174,0
x-ai-grok-4.5,160,3,,demand;freight;supplier,158,0
x-ai-grok-4.5,160,4,,freight;supplier,240,0
x-ai-grok-4.5,160,5,,demand,144,0
x-ai-grok-4.5,160,6,,demand;supplier,192,0
x-ai-grok-4.5,160,7,,demand,180,0
x-ai-grok-4.5,160,8,,,156,0
x-ai-grok-4.5,160,9,,demand;freight;supplier,168,0
x-ai-grok-4.5,160,10,,demand;supplier,174,0
x-ai-grok-4.5,160,11,port,freight;port;quality,273,0
x-ai-grok-4.5,160,12,,demand;supplier,176,0
x-ai-grok-4.5,160,13,,demand,182,0
x-ai-grok-4.5,160,14,,demand;freight;supplier,171,0
x-ai-grok-4.5,160,15,,demand;freight,145,0
x-ai-grok-4.5,160,16,,demand;supplier,154,0
x-ai-grok-4.5,160,17,,demand,200,0
x-ai-grok-4.5,160,18,,quality;supplier,153,0
x-ai-grok-4.5,160,19,,freight;supplier,134,0
x-ai-grok-4.5,160,20,supplier,demand;freight;supplier,317,0
x-ai-grok-4.5,160,21,supplier,demand;supplier,241,0
x-ai-grok-4.5,160,22,supplier,freight;supplier,234,0
x-ai-grok-4.5,160,23,supplier,freight,230,0
x-ai-grok-4.5,160,24,,,216,0
x-ai-grok-4.5,160,25,,,220,0
x-ai-grok-4.5,160,26,port,,250,0
x-ai-grok-4.5,163,1,port,demand;freight;port,198,0
x-ai-grok-4.5,163,2,port,demand;freight;port,186,0
x-ai-grok-4.5,163,3,,demand;freight;supplier,206,0
x-ai-grok-4.5,163,4,,freight,191,0
x-ai-grok-4.5,163,5,,freight,208,0
x-ai-grok-4.5,163,6,,demand;freight;quality,185,0
x-ai-grok-4.5,163,7,,demand,194,0
x-ai-grok-4.5,163,8,,disruption;supplier,392,0
x-ai-grok-4.5,163,9,,disruption;freight,344,0
x-ai-grok-4.5,163,10,,demand;freight;supplier,252,0
x-ai-grok-4.5,163,11,,freight,217,0
x-ai-grok-4.5,163,12,,disruption;freight,280,0
x-ai-grok-4.5,163,13,,demand;disruption;freight;supplier,518,0
x-ai-grok-4.5,163,14,,freight,409,0
x-ai-grok-4.5,163,15,freight,demand;freight,155,0
x-ai-grok-4.5,163,16,freight,demand;freight,482,0
x-ai-grok-4.5,163,17,freight;port,freight;port,276,1
x-ai-grok-4.5,163,18,freight;port,demand;freight;port;supplier,494,0
x-ai-grok-4.5,163,19,freight;port;supplier,disruption;freight;port;quality;supplier,564,1
x-ai-grok-4.5,163,20,disruption;freight;port;supplier,disruption;freight;port;supplier,546,0
x-ai-grok-4.5,163,21,disruption;port;supplier,disruption;port;supplier,560,1
x-ai-grok-4.5,163,22,port;supplier,disruption;port;supplier,806,0
x-ai-grok-4.5,163,23,port;supplier,port,774,0
x-ai-grok-4.5,163,24,port;supplier,demand;freight;port,770,0
x-ai-grok-4.5,163,25,supplier,demand;disruption,384,0
x-ai-grok-4.5,163,26,supplier,,137,0
x-ai-grok-4.5,164,1,,freight,158,0
x-ai-grok-4.5,164,2,,demand;freight,161,0
x-ai-grok-4.5,164,3,,demand;supplier,129,0
x-ai-grok-4.5,164,4,,demand;quality;supplier,91,0
x-ai-grok-4.5,164,5,supplier,demand;supplier,80,0
x-ai-grok-4.5,164,6,supplier,supplier,241,0
x-ai-grok-4.5,164,7,supplier,demand;supplier,202,0
x-ai-grok-4.5,164,8,,demand,176,0
x-ai-grok-4.5,164,9,,demand;supplier,175,0
x-ai-grok-4.5,164,10,,demand;disruption;freight;supplier,207,0
x-ai-grok-4.5,164,11,,quality;supplier,175,0
x-ai-grok-4.5,164,12,,supplier,214,0
x-ai-grok-4.5,164,13,quality,demand;freight;port;quality,194,0
x-ai-grok-4.5,164,14,demand;quality,demand;freight;quality,226,0
x-ai-grok-4.5,164,15,demand;quality,disruption;quality,216,0
x-ai-grok-4.5,164,16,demand;disruption;quality,demand;disruption;port,247,0
x-ai-grok-4.5,164,17,demand;quality,disruption;port,305,1
x-ai-grok-4.5,164,18,,demand;disruption;freight,579,0
x-ai-grok-4.5,164,19,,disruption,213,0
x-ai-grok-4.5,164,20,,demand;supplier,165,0
x-ai-grok-4.5,164,21,,demand;freight,91,0
x-ai-grok-4.5,164,22,,demand;freight,248,0
x-ai-grok-4.5,164,23,,disruption;freight,239,0
x-ai-grok-4.5,164,24,disruption;supplier,disruption;freight;port,75,0
x-ai-grok-4.5,164,25,demand,demand;disruption;freight;port,161,0
x-ai-grok-4.5,164,26,demand,,354,0
x-ai-grok-4.5,168,1,,demand;freight,151,0
x-ai-grok-4.5,168,2,,demand,143,0
x-ai-grok-4.5,168,3,,demand;freight;quality,169,0
x-ai-grok-4.5,168,4,,demand,159,0
x-ai-grok-4.5,168,5,,supplier,141,0
x-ai-grok-4.5,168,6,quality,quality;supplier,160,0
x-ai-grok-4.5,168,7,quality,demand;disruption;quality;supplier,207,0
x-ai-grok-4.5,168,8,demand;disruption;quality,demand;disruption;port;supplier,316,0
x-ai-grok-4.5,168,9,demand;disruption;quality,demand;disruption;freight;port,376,1
x-ai-grok-4.5,168,10,demand;disruption;quality,demand;disruption;freight;supplier,863,1
x-ai-grok-4.5,168,11,demand;disruption;quality,disruption;supplier,846,1
x-ai-grok-4.5,168,12,disruption;quality,disruption;supplier,713,0
x-ai-grok-4.5,168,13,disruption,disruption;freight,256,0
x-ai-grok-4.5,168,14,disruption,disruption,244,0
x-ai-grok-4.5,168,15,disruption,demand;disruption;freight;supplier,365,0
x-ai-grok-4.5,168,16,disruption,disruption;freight;supplier,715,0
x-ai-grok-4.5,168,17,disruption;supplier,supplier,1821,0
x-ai-grok-4.5,168,18,disruption,demand;disruption;supplier,485,0
x-ai-grok-4.5,168,19,demand;disruption,disruption,415,0
x-ai-grok-4.5,168,20,demand;disruption,demand;disruption;freight;supplier,406,0
x-ai-grok-4.5,168,21,demand;disruption,demand,421,0
x-ai-grok-4.5,168,22,demand;disruption,disruption;freight,478,0
x-ai-grok-4.5,168,23,demand;disruption,disruption;freight;quality,479,0
x-ai-grok-4.5,168,24,demand;disruption,disruption,489,0
x-ai-grok-4.5,168,25,demand;disruption,demand;supplier,798,1
x-ai-grok-4.5,168,26,demand;disruption;freight,,688,0
x-ai-grok-4.5,169,1,,demand;freight,157,0
x-ai-grok-4.5,169,2,,,128,0
x-ai-grok-4.5,169,3,,demand;supplier,151,0
x-ai-grok-4.5,169,4,,demand;quality,134,0
x-ai-grok-4.5,169,5,,,162,0
x-ai-grok-4.5,169,6,,quality,155,0
x-ai-grok-4.5,169,7,,demand;freight;port;quality,217,0
x-ai-grok-4.5,169,8,,demand,197,0
x-ai-grok-4.5,169,9,,demand;supplier,154,0
x-ai-grok-4.5,169,10,demand,demand;freight;quality;supplier,168,0
x-ai-grok-4.5,169,11,demand,demand;quality,189,0
x-ai-grok-4.5,169,12,,demand;freight,214,0
x-ai-grok-4.5,169,13,quality,demand;quality;supplier,152,0
x-ai-grok-4.5,169,14,demand;quality,demand;quality;supplier,184,0
x-ai-grok-4.5,169,15,demand;quality,demand;quality;supplier,155,0
x-ai-grok-4.5,169,16,demand;quality,demand;disruption;freight;port;quality,369,0
x-ai-grok-4.5,169,17,demand;quality,demand;disruption;freight;quality,539,0
x-ai-grok-4.5,169,18,port;quality,port;quality,600,1
x-ai-grok-4.5,169,19,port;quality,port,630,1
x-ai-grok-4.5,169,20,port;quality,disruption;freight;port,550,0
x-ai-grok-4.5,169,21,port,freight;port;supplier,650,1
x-ai-grok-4.5,169,22,,,436,0
x-ai-grok-4.5,169,23,,supplier,114,0
x-ai-grok-4.5,169,24,,,90,0
x-ai-grok-4.5,169,25,port,,69,0
x-ai-grok-4.5,169,26,,,54,0
x-ai-grok-4.5,170,1,,demand;freight,198,0
x-ai-grok-4.5,170,2,demand,demand;freight,239,0
x-ai-grok-4.5,170,3,demand;freight,demand;freight;quality;supplier,222,0
x-ai-grok-4.5,170,4,demand;freight,demand;freight;quality,533,0
x-ai-grok-4.5,170,5,demand;freight;port,disruption;freight;port,697,1
x-ai-grok-4.5,170,6,freight;port,demand;disruption;freight;port,1117,1
x-ai-grok-4.5,170,7,freight;port,disruption;freight;port;quality,1346,1
x-ai-grok-4.5,170,8,freight;port,demand;disruption;freight;port,1180,0
x-ai-grok-4.5,170,9,port,demand;port,627,0
x-ai-grok-4.5,170,10,port,demand;port;supplier,641,0
x-ai-grok-4.5,170,11,port,port;supplier,750,0
x-ai-grok-4.5,170,12,port,port;supplier,801,0
x-ai-grok-4.5,170,13,,,481,0
x-ai-grok-4.5,170,14,,,160,0
x-ai-grok-4.5,170,15,demand,demand,125,0
x-ai-grok-4.5,170,16,demand,demand;freight;supplier,192,0
x-ai-grok-4.5,170,17,demand,demand;freight,171,0
x-ai-grok-4.5,170,18,demand,demand;disruption;freight,393,0
x-ai-grok-4.5,170,19,,demand;disruption;freight;supplier,1058,0
x-ai-grok-4.5,170,20,,supplier,325,0
x-ai-grok-4.5,170,21,,demand,246,0
x-ai-grok-4.5,170,22,,demand;freight;supplier,249,0
x-ai-grok-4.5,170,23,,demand;freight,371,0
x-ai-grok-4.5,170,24,freight,freight,103,0
x-ai-grok-4.5,170,25,freight,freight,83,0
x-ai-grok-4.5,170,26,freight;supplier,,60,0
x-ai-grok-4.5,172,1,,demand;supplier,162,0
x-ai-grok-4.5,172,2,,freight;port;supplier,220,0
x-ai-grok-4.5,172,3,,demand;freight;port;quality,238,0
x-ai-grok-4.5,172,4,,demand;port,419,0
x-ai-grok-4.5,172,5,port,disruption;port;supplier,246,0
x-ai-grok-4.5,172,6,port,freight;port;quality,729,0
x-ai-grok-4.5,172,7,port,port;supplier,753,0
x-ai-grok-4.5,172,8,port,disruption;port,756,0
x-ai-grok-4.5,172,9,demand;port,demand;disruption;port,812,0
x-ai-grok-4.5,172,10,demand;port,demand;port,769,0
x-ai-grok-4.5,172,11,demand;port,port,843,0
x-ai-grok-4.5,172,12,demand,demand,488,0
x-ai-grok-4.5,172,13,,demand,180,0
x-ai-grok-4.5,172,14,,freight;quality,157,0
x-ai-grok-4.5,172,15,,demand,140,0
x-ai-grok-4.5,172,16,,demand,123,0
x-ai-grok-4.5,172,17,,demand;freight;supplier,211,0
x-ai-grok-4.5,172,18,,freight;supplier,205,0
x-ai-grok-4.5,172,19,,demand,265,0
x-ai-grok-4.5,172,20,,demand;freight,220,0
x-ai-grok-4.5,172,21,,demand;freight;quality,233,0
x-ai-grok-4.5,172,22,demand,supplier,239,0
x-ai-grok-4.5,172,23,demand,demand;supplier,162,0
x-ai-grok-4.5,172,24,demand;supplier,supplier,124,0
x-ai-grok-4.5,172,25,demand;supplier,supplier,407,0
x-ai-grok-4.5,172,26,demand;supplier,,102,0
x-ai-grok-4.5,178,1,,freight;port;supplier,135,0
x-ai-grok-4.5,178,2,demand,demand,165,0
x-ai-grok-4.5,178,3,demand,demand;freight;port,159,0
x-ai-grok-4.5,178,4,demand,quality,446,0
x-ai-grok-4.5,178,5,demand,,192,0
x-ai-grok-4.5,178,6,,freight,212,0
x-ai-grok-4.5,178,7,freight,demand;freight,166,0
x-ai-grok-4.5,178,8,freight,demand;freight,215,0
x-ai-grok-4.5,178,9,,demand;freight,55,0
x-ai-grok-4.5,178,10,,supplier,121,0
x-ai-grok-4.5,178,11,,demand;quality,152,0
x-ai-grok-4.5,178,12,,disruption,256,1
x-ai-grok-4.5,178,13,port,disruption;freight;port;supplier,556,0
x-ai-grok-4.5,178,14,,demand,472,0
x-ai-grok-4.5,178,15,,port,140,0
x-ai-grok-4.5,178,16,,freight;supplier,150,0
x-ai-grok-4.5,178,17,,freight;supplier,190,0
x-ai-grok-4.5,178,18,,demand;freight;supplier,135,0
x-ai-grok-4.5,178,19,,demand;disruption;supplier,278,0
x-ai-grok-4.5,178,20,disruption,disruption;port;supplier,291,0
x-ai-grok-4.5,178,21,port,demand;port,301,0
x-ai-grok-4.5,178,22,port,demand;disruption;freight;port,260,0
x-ai-grok-4.5,178,23,,disruption,456,0
x-ai-grok-4.5,178,24,,freight,206,0
x-ai-grok-4.5,178,25,demand,supplier,103,0
x-ai-grok-4.5,178,26,demand,,77,0
x-ai-grok-4.5,187,1,,demand,194,0
x-ai-grok-4.5,187,2,,demand,188,0
x-ai-grok-4.5,187,3,,supplier,239,0
x-ai-grok-4.5,187,4,,freight;port,272,0
x-ai-grok-4.5,187,5,,,134,0
x-ai-grok-4.5,187,6,,demand;freight;quality;supplier,256,0
x-ai-grok-4.5,187,7,freight,demand;freight;supplier,113,0
x-ai-grok-4.5,187,8,freight;supplier,freight;supplier,91,0
x-ai-grok-4.5,187,9,freight;supplier,freight;supplier,67,0
x-ai-grok-4.5,187,10,,demand;supplier,75,0
x-ai-grok-4.5,187,11,,supplier,393,0
x-ai-grok-4.5,187,12,supplier,demand;supplier,304,0
x-ai-grok-4.5,187,13,demand,demand,709,1
x-ai-grok-4.5,187,14,demand;quality,demand;quality,780,0
x-ai-grok-4.5,187,15,demand;quality,quality,426,0
x-ai-grok-4.5,187,16,demand;port;quality,port;quality,378,0
x-ai-grok-4.5,187,17,quality,demand;freight;quality;supplier,394,0
x-ai-grok-4.5,187,18,,demand,217,0
x-ai-grok-4.5,187,19,,demand,156,0
x-ai-grok-4.5,187,20,,,132,0
x-ai-grok-4.5,187,21,port,freight;port,393,0
x-ai-grok-4.5,187,22,port,port,132,0
x-ai-grok-4.5,187,23,,demand;disruption,108,0
x-ai-grok-4.5,187,24,disruption,disruption,88,0
x-ai-grok-4.5,187,25,disruption,port,71,0
x-ai-grok-4.5,187,26,,,46,0
x-ai-grok-4.5,189,1,,demand;freight;supplier,190,0
x-ai-grok-4.5,189,2,demand,demand;freight;supplier,226,0
x-ai-grok-4.5,189,3,demand,,245,0
x-ai-grok-4.5,189,4,demand,demand,230,0
x-ai-grok-4.5,189,5,demand,demand,187,0
x-ai-grok-4.5,189,6,,demand,220,0
x-ai-grok-4.5,189,7,demand,freight,215,0
x-ai-grok-4.5,189,8,demand,freight,185,0
x-ai-grok-4.5,189,9,demand,,184,0
x-ai-grok-4.5,189,10,demand,demand,213,0
x-ai-grok-4.5,189,11,,demand;freight,248,0
x-ai-grok-4.5,189,12,,demand;freight;quality,230,0
x-ai-grok-4.5,189,13,,demand;freight,167,0
x-ai-grok-4.5,189,14,,freight,108,0
x-ai-grok-4.5,189,15,,quality,102,0
x-ai-grok-4.5,189,16,,supplier,269,0
x-ai-grok-4.5,189,17,,demand;quality,202,0
x-ai-grok-4.5,189,18,,quality,177,0
x-ai-grok-4.5,189,19,,quality,220,0
x-ai-grok-4.5,189,20,,quality;supplier,205,0
x-ai-grok-4.5,189,21,port,demand;port,370,0
x-ai-grok-4.5,189,22,,disruption,543,0
x-ai-grok-4.5,189,23,,freight,275,0
x-ai-grok-4.5,189,24,,,211,0
x-ai-grok-4.5,189,25,,supplier,182,0
x-ai-grok-4.5,189,26,,,134,0
x-ai-grok-4.5,194,1,,freight,143,0
x-ai-grok-4.5,194,2,,demand;freight,143,0
x-ai-grok-4.5,194,3,,supplier,133,0
x-ai-grok-4.5,194,4,,demand;supplier,134,0
x-ai-grok-4.5,194,5,,demand;quality;supplier,123,0
x-ai-grok-4.5,194,6,,supplier,121,0
x-ai-grok-4.5,194,7,demand,demand;freight;port;supplier,119,0
x-ai-grok-4.5,194,8,demand,demand,156,0
x-ai-grok-4.5,194,9,demand;port,demand;disruption;freight;port,535,1
x-ai-grok-4.5,194,10,demand;port,disruption;port,761,1
x-ai-grok-4.5,194,11,port,freight;port;supplier,612,0
x-ai-grok-4.5,194,12,port,disruption;freight;port,657,0
x-ai-grok-4.5,194,13,port,demand;disruption;freight;port,851,0
x-ai-grok-4.5,194,14,port,disruption;freight;port,656,0
x-ai-grok-4.5,194,15,port,port,762,0
x-ai-grok-4.5,194,16,,demand,456,0
x-ai-grok-4.5,194,17,,quality,133,0
x-ai-grok-4.5,194,18,,demand;quality,161,0
x-ai-grok-4.5,194,19,,freight,191,0
x-ai-grok-4.5,194,20,,demand,173,0
x-ai-grok-4.5,194,21,,supplier,124,0
x-ai-grok-4.5,194,22,,,237,0
x-ai-grok-4.5,194,23,,demand,201,0
x-ai-grok-4.5,194,24,,,204,0
x-ai-grok-4.5,194,25,,disruption,101,0
x-ai-grok-4.5,194,26,disruption;port,,117,0
x-ai-grok-4.5,198,1,,demand;disruption,358,0
x-ai-grok-4.5,198,2,,disruption;port,206,0
x-ai-grok-4.5,198,3,,demand;freight,255,0
x-ai-grok-4.5,198,4,,disruption;supplier,714,0
x-ai-grok-4.5,198,5,,disruption,190,0
x-ai-grok-4.5,198,6,disruption,disruption;freight;port;quality,223,0
x-ai-grok-4.5,198,7,,demand;disruption;freight;quality;supplier,240,0
x-ai-grok-4.5,198,8,quality,demand;freight;quality,268,0
x-ai-grok-4.5,198,9,,supplier,180,0
x-ai-grok-4.5,198,10,,demand;supplier,170,0
x-ai-grok-4.5,198,11,,demand;freight,227,0
x-ai-grok-4.5,198,12,,disruption,277,0
x-ai-grok-4.5,198,13,disruption,disruption;port,230,0
x-ai-grok-4.5,198,14,,disruption;freight,263,0
x-ai-grok-4.5,198,15,,disruption;freight;port;quality,264,0
x-ai-grok-4.5,198,16,port,port,355,1
x-ai-grok-4.5,198,17,port,demand;freight;port,656,0
x-ai-grok-4.5,198,18,port,port;supplier,717,1
x-ai-grok-4.5,198,19,port,demand;port;supplier,718,0
x-ai-grok-4.5,198,20,port,demand;freight;port;supplier,677,0
x-ai-grok-4.5,198,21,demand;port,demand;disruption;port,981,1
x-ai-grok-4.5,198,22,demand,demand,457,0
x-ai-grok-4.5,198,23,demand;port,port;quality;supplier,169,0
x-ai-grok-4.5,198,24,demand,demand,102,0
x-ai-grok-4.5,198,25,,,153,0
x-ai-grok-4.5,198,26,port,,89,0
x-ai-grok-4.5,21,1,,demand,125,0
x-ai-grok-4.5,21,2,,port,121,0
x-ai-grok-4.5,21,3,,demand;supplier,122,0
x-ai-grok-4.5,21,4,,,132,0
x-ai-grok-4.5,21,5,,supplier,125,0
x-ai-grok-4.5,21,6,,demand;quality,134,0
x-ai-grok-4.5,21,7,,demand;supplier,145,0
x-ai-grok-4.5,21,8,,demand;supplier,115,0
x-ai-grok-4.5,21,9,,,101,0
x-ai-grok-4.5,21,10,demand,demand;quality;supplier,98,0
x-ai-grok-4.5,21,11,demand;port,demand;port,576,1
x-ai-grok-4.5,21,12,demand,demand;quality,433,0
x-ai-grok-4.5,21,13,demand,demand;freight;quality;supplier,156,0
x-ai-grok-4.5,21,14,demand,demand;port,193,0
x-ai-grok-4.5,21,15,demand,demand,98,0
x-ai-grok-4.5,21,16,demand,demand;quality;supplier,235,1
x-ai-grok-4.5,21,17,demand,quality;supplier,476,0
x-ai-grok-4.5,21,18,,demand;quality;supplier,170,0
x-ai-grok-4.5,21,19,,demand;freight;supplier,147,0
x-ai-grok-4.5,21,20,,disruption;quality,206,0
x-ai-grok-4.5,21,21,disruption,demand;disruption;port;quality,292,0
x-ai-grok-4.5,21,22,disruption;quality,demand;disruption;quality,254,0
x-ai-grok-4.5,21,23,disruption;quality;supplier,demand;disruption;quality,257,0
x-ai-grok-4.5,21,24,disruption;quality,demand;disruption;freight,485,1
x-ai-grok-4.5,21,25,disruption,demand;disruption,521,0
x-ai-grok-4.5,21,26,disruption,,156,0
x-ai-grok-4.5,24,1,,demand,177,0
x-ai-grok-4.5,24,2,,port,178,0
x-ai-grok-4.5,24,3,,freight,159,0
x-ai-grok-4.5,24,4,,demand,182,0
x-ai-grok-4.5,24,5,,demand;supplier,135,0
x-ai-grok-4.5,24,6,,,238,0
x-ai-grok-4.5,24,7,,,183,0
x-ai-grok-4.5,24,8,,demand;freight,210,0
x-ai-grok-4.5,24,9,,demand,152,0
x-ai-grok-4.5,24,10,,supplier,171,0
x-ai-grok-4.5,24,11,,demand;port,224,0
x-ai-grok-4.5,24,12,,supplier,157,0
x-ai-grok-4.5,24,13,,demand,190,0
x-ai-grok-4.5,24,14,,freight;supplier,161,0
x-ai-grok-4.5,24,15,,demand;freight;supplier,189,0
x-ai-grok-4.5,24,16,,demand;freight;supplier,149,0
x-ai-grok-4.5,24,17,,demand,117,0
x-ai-grok-4.5,24,18,,demand;freight;supplier,225,0
x-ai-grok-4.5,24,19,,port,138,0
x-ai-grok-4.5,24,20,,supplier,163,0
x-ai-grok-4.5,24,21,,supplier,181,0
x-ai-grok-4.5,24,22,,demand;disruption;supplier,385,0
x-ai-grok-4.5,24,23,,demand;disruption;freight;supplier,492,0
x-ai-grok-4.5,24,24,disruption,disruption;freight;port,256,0
x-ai-grok-4.5,24,25,,disruption,224,0
x-ai-grok-4.5,24,26,,,214,0
x-ai-grok-4.5,25,1,,demand;freight,181,0
x-ai-grok-4.5,25,2,,demand,196,0
x-ai-grok-4.5,25,3,,disruption;freight,175,0
x-ai-grok-4.5,25,4,disruption,demand;disruption;port;supplier,341,0
x-ai-grok-4.5,25,5,disruption,demand;disruption;port;supplier,452,0
x-ai-grok-4.5,25,6,port,demand;freight;port,515,1
x-ai-grok-4.5,25,7,port,disruption;port,667,1
x-ai-grok-4.5,25,8,,demand;disruption,564,0
x-ai-grok-4.5,25,9,,supplier,184,0
x-ai-grok-4.5,25,10,,demand;quality;supplier,158,0
x-ai-grok-4.5,25,11,,demand;freight,140,0
x-ai-grok-4.5,25,12,port,disruption;port,168,0
x-ai-grok-4.5,25,13,,demand,123,0
x-ai-grok-4.5,25,14,,supplier,152,0
x-ai-grok-4.5,25,15,,demand;freight;quality,135,0
x-ai-grok-4.5,25,16,,,121,0
x-ai-grok-4.5,25,17,,freight;supplier,147,0
x-ai-grok-4.5,25,18,,demand;supplier,179,0
x-ai-grok-4.5,25,19,,demand;supplier,133,0
x-ai-grok-4.5,25,20,supplier,supplier,285,0
x-ai-grok-4.5,25,21,port,demand;port;supplier,324,0
x-ai-grok-4.5,25,22,,demand;freight,481,0
x-ai-grok-4.5,25,23,,supplier,263,0
x-ai-grok-4.5,25,24,,,223,0
x-ai-grok-4.5,25,25,,,125,0
x-ai-grok-4.5,25,26,port,,153,0
x-ai-grok-4.5,29,1,,demand,193,0
x-ai-grok-4.5,29,2,,demand;freight;supplier,221,0
x-ai-grok-4.5,29,3,,supplier,141,0
x-ai-grok-4.5,29,4,,demand;port;supplier,192,0
x-ai-grok-4.5,29,5,,demand;supplier,290,0
x-ai-grok-4.5,29,6,supplier,demand;quality,249,0
x-ai-grok-4.5,29,7,supplier,demand;freight;quality;supplier,258,0
x-ai-grok-4.5,29,8,quality;supplier,supplier,199,0
x-ai-grok-4.5,29,9,quality;supplier,demand;quality;supplier,243,0
x-ai-grok-4.5,29,10,quality,demand;quality,213,0
x-ai-grok-4.5,29,11,demand;quality,demand,179,0
x-ai-grok-4.5,29,12,demand;quality,demand;quality,308,0
x-ai-grok-4.5,29,13,demand,demand,306,0
x-ai-grok-4.5,29,14,demand,,295,0
x-ai-grok-4.5,29,15,,demand,267,0
x-ai-grok-4.5,29,16,,demand;quality,211,0
x-ai-grok-4.5,29,17,,demand,217,0
x-ai-grok-4.5,29,18,port,demand;freight;port,282,0
x-ai-grok-4.5,29,19,port,demand;freight;port,576,0
x-ai-grok-4.5,29,20,port,demand;disruption;freight;port,715,0
x-ai-grok-4.5,29,21,port,demand;disruption;port,584,0
x-ai-grok-4.5,29,22,port,demand;disruption;port,711,0
x-ai-grok-4.5,29,23,demand;port,demand;disruption;port,660,0
x-ai-grok-4.5,29,24,demand;port,demand;disruption;freight;port,757,0
x-ai-grok-4.5,29,25,demand;port,demand;disruption;port,709,0
x-ai-grok-4.5,29,26,demand;disruption,,451,0
x-ai-grok-4.5,33,1,,,117,0
x-ai-grok-4.5,33,2,,demand;supplier,126,0
x-ai-grok-4.5,33,3,,demand;disruption,125,0
x-ai-grok-4.5,33,4,,disruption;freight;port,532,0
x-ai-grok-4.5,33,5,demand,demand,175,0
x-ai-grok-4.5,33,6,demand,demand;supplier,161,0
x-ai-grok-4.5,33,7,demand;port,demand;freight;port,479,1
x-ai-grok-4.5,33,8,demand,,501,0
x-ai-grok-4.5,33,9,demand,demand,107,0
x-ai-grok-4.5,33,10,demand,disruption,155,0
x-ai-grok-4.5,33,11,demand,disruption;supplier,307,0
x-ai-grok-4.5,33,12,,demand;freight,251,0
x-ai-grok-4.5,33,13,,freight;supplier,133,0
x-ai-grok-4.5,33,14,,demand,212,0
x-ai-grok-4.5,33,15,demand,demand;freight,135,0
x-ai-grok-4.5,33,16,demand,demand;quality;supplier,128,0
